Strain,Single_tel_length,Clade,Gene,CN
BAS,163.125,01.Wine_European,ILM1,1
BAT,149.625,01.Wine_European,ILM1,1
BRD,257.25,01.Wine_European,ILM1,1
BQI,230.125,01.Wine_European,ILM1,1
BPC,265.375,01.Wine_European,ILM1,1
BKE,296.5,01.Wine_European,ILM1,1
BLH,200.25,01.Wine_European,ILM1,1
CRG,281.625,01.Wine_European,ILM1,1
AIL,254.625,01.Wine_European,ILM1,1
AMS,186.25,01.Wine_European,ILM1,1
BLE,190.5,01.Wine_European,ILM1,1
BQB,591.25,01.Wine_European,ILM1,1
AMR,274.5,01.Wine_European,ILM1,1
BRA,248.5,01.Wine_European,ILM1,1
BIC,237.125,01.Wine_European,ILM1,1
BLK,181.5,01.Wine_European,ILM1,1
BVK,306.875,01.Wine_European,ILM1,>1
CFE,163.5,01.Wine_European,ILM1,1
BRF,249,01.Wine_European,ILM1,1
BSM,343.25,01.Wine_European,ILM1,1
BSN,327,01.Wine_European,ILM1,1
BLM,205.125,01.Wine_European,ILM1,1
BQC,256.875,01.Wine_European,ILM1,1
BRE,342.875,01.Wine_European,ILM1,1
BPV,169.875,01.Wine_European,ILM1,1
CRC,198.875,01.Wine_European,ILM1,1
BHN,216.75,01.Wine_European,ILM1,1
BBB,219.25,01.Wine_European,ILM1,1
BAV,221.125,01.Wine_European,ILM1,1
CAE,288.25,01.Wine_European,ILM1,1
CAF,301.875,01.Wine_European,ILM1,1
CRL,235.375,01.Wine_European,ILM1,>1
BBA,228.25,01.Wine_European,ILM1,1
BMI,619.125,01.Wine_European,ILM1,1
BMK,275,01.Wine_European,ILM1,1
BMH,750,01.Wine_European,ILM1,1
CDS,193.375,01.Wine_European,ILM1,1
BIM,269.125,01.Wine_European,ILM1,1
BIN,271.25,01.Wine_European,ILM1,1
BKA,266.875,01.Wine_European,ILM1,1
BQQ,209.375,01.Wine_European,ILM1,1
ADS,177,01.Wine_European,ILM1,1
BNM,328.25,01.Wine_European,ILM1,1
BIH,220.125,01.Wine_European,ILM1,1
BKC,384.375,01.Wine_European,ILM1,1
BLS,287.25,01.Wine_European,ILM1,1
BKD,300.375,01.Wine_European,ILM1,1
BNP,441.625,01.Wine_European,ILM1,1
BKN,324.25,01.Wine_European,ILM1,1
BNQ,294.25,01.Wine_European,ILM1,1
CBH,267.5,01.Wine_European,ILM1,1
BKH,275.5,01.Wine_European,ILM1,1
BPM,255.625,01.Wine_European,ILM1,1
CRB,257.25,01.Wine_European,ILM1,1
CHC,247.25,01.Wine_European,ILM1,1
CGS,505.125,01.Wine_European,ILM1,1
CHB,269.75,01.Wine_European,ILM1,1
CHD,394.75,01.Wine_European,ILM1,1
CGV,330,01.Wine_European,ILM1,1
CHA,289,01.Wine_European,ILM1,1
CHE,323.75,01.Wine_European,ILM1,1
BKM,316.5,01.Wine_European,ILM1,1
BIF,188.5,01.Wine_European,ILM1,1
BKG,515.125,01.Wine_European,ILM1,1
BKF,531.875,01.Wine_European,ILM1,1
BLL,264,01.Wine_European,ILM1,1
CKI,145.375,01.Wine_European,ILM1,>1
CKL,132.5,01.Wine_European,ILM1,>1
CKH,127.75,01.Wine_European,ILM1,1
CKD,137.5,01.Wine_European,ILM1,>1
CKE,215.75,01.Wine_European,ILM1,>1
CIS,211.375,01.Wine_European,ILM1,>1
BMN,193,01.Wine_European,ILM1,1
CIT,207.375,01.Wine_European,ILM1,>1
CKP,142.875,01.Wine_European,ILM1,>1
CKQ,187.375,01.Wine_European,ILM1,>1
CKB,173,01.Wine_European,ILM1,>1
CKC,193,01.Wine_European,ILM1,>1
CIN,153.375,01.Wine_European,ILM1,>1
CIR,226.625,01.Wine_European,ILM1,>1
CKF,172,01.Wine_European,ILM1,>1
CKG,153.375,01.Wine_European,ILM1,1
CKM,158.875,01.Wine_European,ILM1,>1
BCA,244.875,01.Wine_European,ILM1,1
AMT,181,01.Wine_European,ILM1,1
CIV,183.25,01.Wine_European,ILM1,>1
CKT,194.875,01.Wine_European,ILM1,>1
BIL,448.625,01.Wine_European,ILM1,1
BNI,199.375,01.Wine_European,ILM1,1
BLV,226.375,01.Wine_European,ILM1,>1
BQG,276.75,01.Wine_European,ILM1,1
CRD,212.25,01.Wine_European,ILM1,>1
BVM,190.25,01.Wine_European,ILM1,1
CQV,257.75,01.Wine_European,ILM1,>1
CRK,168.5,01.Wine_European,ILM1,>1
BLF,180.875,01.Wine_European,ILM1,1
BNT,294.5,01.Wine_European,ILM1,1
BLD,221.625,01.Wine_European,ILM1,1
BKR,364.5,01.Wine_European,ILM1,1
CEC,210.875,01.Wine_European,ILM1,1
BNH,191.375,01.Wine_European,ILM1,1
BLC,204.5,01.Wine_European,ILM1,1
CEE,192.375,01.Wine_European,ILM1,1
BNN,269.75,01.Wine_European,ILM1,1
CED,198.75,01.Wine_European,ILM1,1
BKS,321.625,01.Wine_European,ILM1,1
BLP,277.375,01.Wine_European,ILM1,1
BLN,261.375,01.Wine_European,ILM1,1
CDV,237.375,01.Wine_European,ILM1,1
CEF,187.625,01.Wine_European,ILM1,1
ANQ,234.875,01.Wine_European,ILM1,1
AVK,200.5,01.Wine_European,ILM1,1
BIK,346.5,01.Wine_European,ILM1,1
BSG,237.875,01.Wine_European,ILM1,1
AKP,165.125,01.Wine_European,ILM1,1
AKV,166.875,01.Wine_European,ILM1,1
ALE,147.125,01.Wine_European,ILM1,1
BQP,269.125,01.Wine_European,ILM1,1
BRB,280.5,01.Wine_European,ILM1,1
BIT,384.25,01.Wine_European,ILM1,1
AQB,287.5,01.Wine_European,ILM1,1
BRH,201.625,01.Wine_European,ILM1,1
BIR,302.5,01.Wine_European,ILM1,1
AIM,201.75,01.Wine_European,ILM1,1
CHF,210.5,01.Wine_European,ILM1,1
BHB,174.375,01.Wine_European,ILM1,1
AHP,254.25,01.Wine_European,ILM1,1
AQE,255.75,01.Wine_European,ILM1,1
BPL,223,01.Wine_European,ILM1,1
CAB,204.375,01.Wine_European,ILM1,1
CAP,511.875,01.Wine_European,ILM1,>1
AQC,179.375,01.Wine_European,ILM1,1
BVT,310.625,01.Wine_European,ILM1,1
CAA,245.25,01.Wine_European,ILM1,1
CAC,247.625,01.Wine_European,ILM1,1
BVV,263.125,01.Wine_European,ILM1,1
CAD,294.125,01.Wine_European,ILM1,>1
CAM,264.875,01.Wine_European,ILM1,>1
CAQ,259.625,01.Wine_European,ILM1,>1
CBB,550.75,01.Wine_European,ILM1,1
CBE,272,01.Wine_European,ILM1,1
CAS,305.25,01.Wine_European,ILM1,1
CAR,301.25,01.Wine_European,ILM1,1
CAT,292.5,01.Wine_European,ILM1,1
CBC,356.375,01.Wine_European,ILM1,1
CBD,287.625,01.Wine_European,ILM1,1
ART,238.25,01.Wine_European,ILM1,1
BSR,86.75,01.Wine_European,ILM1,1
BSS,463.125,01.Wine_European,ILM1,1
BTR,105.625,01.Wine_European,ILM1,1
BTP,358.625,01.Wine_European,ILM1,1
ASR,175.375,01.Wine_European,ILM1,1
CDT,398,02.Alpechin,ILM1,1
CPG,118.25,02.Alpechin,ILM1,>1
AQA,346.125,02.Alpechin,ILM1,1
CGD,450.375,02.Alpechin,ILM1,1
CGE,429.75,02.Alpechin,ILM1,1
BRK,369.125,02.Alpechin,ILM1,1
AID,354.125,02.Alpechin,ILM1,1
AST,225.875,M1.Mosaic_Region_1,ILM1,1
BHD,196.375,M1.Mosaic_Region_1,ILM1,1
BHM,212.625,M1.Mosaic_Region_1,ILM1,1
BHT,181.5,M1.Mosaic_Region_1,ILM1,1
AMP,226.5,M1.Mosaic_Region_1,ILM1,1
BHL,230.875,M1.Mosaic_Region_1,ILM1,1
BHK,187.125,M1.Mosaic_Region_1,ILM1,1
BVC,351.375,03.Brazilian_Bioethanol,ILM1,1
CNQ,167.625,03.Brazilian_Bioethanol,ILM1,1
BTT,325.5,03.Brazilian_Bioethanol,ILM1,1
APH,300.75,03.Brazilian_Bioethanol,ILM1,1
BTV,478.5,03.Brazilian_Bioethanol,ILM1,1
BVA,699.625,03.Brazilian_Bioethanol,ILM1,1
CMT,204.875,03.Brazilian_Bioethanol,ILM1,>1
CNG,184,03.Brazilian_Bioethanol,ILM1,1
CNK,289.25,03.Brazilian_Bioethanol,ILM1,>1
CNM,186.625,03.Brazilian_Bioethanol,ILM1,>1
CNP,192.375,03.Brazilian_Bioethanol,ILM1,1
CNR,160.625,03.Brazilian_Bioethanol,ILM1,1
BVB,451.375,03.Brazilian_Bioethanol,ILM1,1
CNI,277.125,03.Brazilian_Bioethanol,ILM1,>1
CNH,373.25,03.Brazilian_Bioethanol,ILM1,>1
BVH,333.25,03.Brazilian_Bioethanol,ILM1,>1
CNN,159.5,03.Brazilian_Bioethanol,ILM1,>1
CNF,428.75,03.Brazilian_Bioethanol,ILM1,1
CNB,427.375,03.Brazilian_Bioethanol,ILM1,>1
BVG,1209.5,03.Brazilian_Bioethanol,ILM1,1
CNE,526.375,03.Brazilian_Bioethanol,ILM1,1
BVD,526.5,03.Brazilian_Bioethanol,ILM1,1
BVF,457.125,03.Brazilian_Bioethanol,ILM1,1
CNS,214.25,03.Brazilian_Bioethanol,ILM1,>1
CNT,213.5,03.Brazilian_Bioethanol,ILM1,>1
CCL,255.75,04.Mediterranean_oak,ILM1,1
BBQ,197.375,04.Mediterranean_oak,ILM1,1
BBS,214.375,04.Mediterranean_oak,ILM1,1
BFP,328.75,04.Mediterranean_oak,ILM1,1
BTG,326.5,04.Mediterranean_oak,ILM1,>1
CLB,138.875,04.Mediterranean_oak,ILM1,>1
BGM,277.25,05.French_Dairy,ILM1,1
BGP,224.5,05.French_Dairy,ILM1,1
BFH,405.75,05.French_Dairy,ILM1,1
ASN,270.125,05.French_Dairy,ILM1,>1
BGK,326.125,05.French_Dairy,ILM1,1
BGD,577.75,05.French_Dairy,ILM1,1
BGI,292.25,05.French_Dairy,ILM1,1
ALD,227.25,05.French_Dairy,ILM1,1
BFS,287.625,05.French_Dairy,ILM1,1
BGB,294.75,05.French_Dairy,ILM1,>1
BGF,229.75,05.French_Dairy,ILM1,1
BFT,246.125,05.French_Dairy,ILM1,1
BGE,259.875,05.French_Dairy,ILM1,1
BGL,277.75,05.French_Dairy,ILM1,1
BGA,268.75,05.French_Dairy,ILM1,1
BGT,242.5,05.French_Dairy,ILM1,1
BGV,231.875,05.French_Dairy,ILM1,1
BGH,289.25,05.French_Dairy,ILM1,1
BGN,407.25,05.French_Dairy,ILM1,1
BGC,266.625,05.French_Dairy,ILM1,1
BGQ,274.375,05.French_Dairy,ILM1,1
CKV,203.125,05.French_Dairy,ILM1,1
BDN,219,06.African_beer,ILM1,1
CER,190.75,06.African_beer,ILM1,1
BPN,233.5,99.Other,ILM1,1
CBN,275.25,07.Mosaic_beer,ILM1,1
AQG,411,07.Mosaic_beer,ILM1,1
CFF,115.25,07.Mosaic_beer,ILM1,1
AFP,288.5,07.Mosaic_beer,ILM1,1
ASB,212.5,07.Mosaic_beer,ILM1,1
CDM,304.875,M2.Mosaic_Region_2,ILM1,1
BCV,266,M2.Mosaic_Region_2,ILM1,1
BDB,266.25,M2.Mosaic_Region_2,ILM1,1
BDD,237.25,M2.Mosaic_Region_2,ILM1,1
BDH,231.5,M2.Mosaic_Region_2,ILM1,1
BHG,173.25,M2.Mosaic_Region_2,ILM1,1
BHH,186.25,M2.Mosaic_Region_2,ILM1,1
BHI,191.75,M2.Mosaic_Region_2,ILM1,1
ANP,237.25,08.Mixed_origin,ILM1,1
ATS,188.75,08.Mixed_origin,ILM1,1
BBP,199,08.Mixed_origin,ILM1,1
CDR,328,08.Mixed_origin,ILM1,1
AQI,320.75,08.Mixed_origin,ILM1,1
AFE,165.375,08.Mixed_origin,ILM1,1
ATR,175.375,08.Mixed_origin,ILM1,1
ASP,187.5,08.Mixed_origin,ILM1,1
BCS,276.875,08.Mixed_origin,ILM1,1
BCT,282.75,08.Mixed_origin,ILM1,1
BTC,272.25,08.Mixed_origin,ILM1,1
BBF,263.25,08.Mixed_origin,ILM1,1
AAP,243.75,08.Mixed_origin,ILM1,1
ALN,430.75,08.Mixed_origin,ILM1,1
CHI,286.125,08.Mixed_origin,ILM1,1
APL,295.625,08.Mixed_origin,ILM1,1
BDL,266.625,08.Mixed_origin,ILM1,1
ADM,409.625,08.Mixed_origin,ILM1,1
AKT,213.875,08.Mixed_origin,ILM1,1
CHG,303.75,08.Mixed_origin,ILM1,1
CHR,231.125,08.Mixed_origin,ILM1,1
CPI,194.5,09.Mexican_Agave,ILM1,1
CPM,358.875,09.Mexican_Agave,ILM1,1
CPK,206.5,09.Mexican_Agave,ILM1,1
CPL,357.875,09.Mexican_Agave,ILM1,1
CPN,299,09.Mexican_Agave,ILM1,1
ALI,207.25,99.Other,ILM1,1
BCG,254.75,10.French_Guiana_human,ILM1,1
BCB,197.5,10.French_Guiana_human,ILM1,1
BCM,266.375,10.French_Guiana_human,ILM1,1
BDT,211.125,10.French_Guiana_human,ILM1,1
BCF,318.875,10.French_Guiana_human,ILM1,1
BCL,260.875,10.French_Guiana_human,ILM1,1
BCD,219,10.French_Guiana_human,ILM1,1
BDP,219.875,10.French_Guiana_human,ILM1,1
BCC,202.5,10.French_Guiana_human,ILM1,1
BED,213.375,10.French_Guiana_human,ILM1,1
BCE,248.5,10.French_Guiana_human,ILM1,1
BCQ,244.125,10.French_Guiana_human,ILM1,1
BDV,237.375,10.French_Guiana_human,ILM1,1
BNB,314.625,10.French_Guiana_human,ILM1,1
BDR,202,10.French_Guiana_human,ILM1,1
BMV,215.875,10.French_Guiana_human,ILM1,1
BNA,215.25,10.French_Guiana_human,ILM1,1
BCH,216.25,10.French_Guiana_human,ILM1,1
BCP,239.125,10.French_Guiana_human,ILM1,1
BDS,221.5,10.French_Guiana_human,ILM1,1
BEA,223,10.French_Guiana_human,ILM1,1
BNC,191,10.French_Guiana_human,ILM1,1
BDQ,228.125,10.French_Guiana_human,ILM1,1
BEB,226,10.French_Guiana_human,ILM1,1
BCK,260.375,10.French_Guiana_human,ILM1,1
BMR,244.125,10.French_Guiana_human,ILM1,1
BEE,231.375,10.French_Guiana_human,ILM1,1
BND,185.875,10.French_Guiana_human,ILM1,1
CQS,312.25,99.Other,ILM1,1
BBM,192.125,99.Other,ILM1,1
CPA,104.375,99.Other,ILM1,>1
AGB,40.875,11.Ale_beer,ILM1,1
AAC,361.75,11.Ale_beer,ILM1,1
CNC,265.75,M3.Mosaic_Region_3,ILM1,1
CBL,228.875,M3.Mosaic_Region_3,ILM1,1
AKI,183.625,M3.Mosaic_Region_3,ILM1,1
ATE,182.125,M3.Mosaic_Region_3,ILM1,1
CBM,270.875,M3.Mosaic_Region_3,ILM1,1
CLG,168.5,M3.Mosaic_Region_3,ILM1,1
CQC,184,12.West_African_cocoa,ILM1,1
CQD,209.625,12.West_African_cocoa,ILM1,1
CQG,249.125,12.West_African_cocoa,ILM1,1
CQI,169.375,12.West_African_cocoa,ILM1,1
CQH,218.125,12.West_African_cocoa,ILM1,1
CQL,384.75,12.West_African_cocoa,ILM1,1
ANN,208.125,12.West_African_cocoa,ILM1,1
CQM,348.5,12.West_African_cocoa,ILM1,1
CQE,200.5,12.West_African_cocoa,ILM1,1
CQK,334.25,12.West_African_cocoa,ILM1,1
CQF,186,12.West_African_cocoa,ILM1,1
CQN,391.875,12.West_African_cocoa,ILM1,1
CQP,314,M3.Mosaic_Region_3,ILM1,1
AKQ,214.75,M3.Mosaic_Region_3,ILM1,1
AKS,157.875,M3.Mosaic_Region_3,ILM1,1
ALG,156.375,M3.Mosaic_Region_3,ILM1,1
BTI,304.25,M3.Mosaic_Region_3,ILM1,1
CGB,331.75,M3.Mosaic_Region_3,ILM1,1
BSK,183.125,M3.Mosaic_Region_3,ILM1,1
BMD,296,M3.Mosaic_Region_3,ILM1,1
BRV,200.125,M3.Mosaic_Region_3,ILM1,1
CKA,218.125,M3.Mosaic_Region_3,ILM1,>1
CHS,151.5,M3.Mosaic_Region_3,ILM1,1
CHT,132.5,M3.Mosaic_Region_3,ILM1,1
ATD,325.625,M3.Mosaic_Region_3,ILM1,1
CDD,336,M3.Mosaic_Region_3,ILM1,1
CDE,308.5,M3.Mosaic_Region_3,ILM1,1
CPC,128.875,M3.Mosaic_Region_3,ILM1,>1
CKN,181.75,M3.Mosaic_Region_3,ILM1,1
CIG,118.25,M3.Mosaic_Region_3,ILM1,>1
CIL,134.125,M3.Mosaic_Region_3,ILM1,>1
CII,160.5,M3.Mosaic_Region_3,ILM1,>1
CHQ,256.875,M3.Mosaic_Region_3,ILM1,1
AEL,363.625,M3.Mosaic_Region_3,ILM1,1
BIE,192.75,M3.Mosaic_Region_3,ILM1,1
CIH,241.875,M3.Mosaic_Region_3,ILM1,>1
CIC,134.625,M3.Mosaic_Region_3,ILM1,>1
CIF,179.875,M3.Mosaic_Region_3,ILM1,>1
CID,123.5,M3.Mosaic_Region_3,ILM1,1
CHN,302.375,M3.Mosaic_Region_3,ILM1,1
CHP,274.875,M3.Mosaic_Region_3,ILM1,>1
BDM,256.75,M3.Mosaic_Region_3,ILM1,1
CEQ,245.375,M3.Mosaic_Region_3,ILM1,1
BAF,207.5,13.African_palm_wine,ILM1,1
CFA,222.375,13.African_palm_wine,ILM1,1
CQA,227,13.African_palm_wine,ILM1,>1
CQB,184.375,13.African_palm_wine,ILM1,1
AKG,205.25,13.African_palm_wine,ILM1,1
AKB,267.125,13.African_palm_wine,ILM1,1
AKE,206.75,13.African_palm_wine,ILM1,1
AKH,219,13.African_palm_wine,ILM1,1
APQ,295.875,13.African_palm_wine,ILM1,1
ATP,175.875,13.African_palm_wine,ILM1,1
BAM,195.625,14.CHNIII,ILM1,1
BAQ,190.375,14.CHNIII,ILM1,1
BAG,163,15.CHNII,ILM1,1
BAH,232.125,15.CHNII,ILM1,1
BAL,224.125,16.CHNI,ILM1,1
AMH,204.75,17.Taiwanese,ILM1,1
CEG,286,17.Taiwanese,ILM1,1
CEI,394.125,17.Taiwanese,ILM1,1
CCQ,223.625,18.Far_East_Asia,ILM1,1
CCR,218.75,18.Far_East_Asia,ILM1,1
CCS,227.25,18.Far_East_Asia,ILM1,1
BAK,213,18.Far_East_Asia,ILM1,1
BAI,168.875,18.Far_East_Asia,ILM1,1
CCN,262.375,18.Far_East_Asia,ILM1,>1
CDL,269.25,18.Far_East_Asia,ILM1,1
BMA,116.75,19.Malaysian,ILM1,1
AKM,134.75,19.Malaysian,ILM1,1
BMB,156.25,19.Malaysian,ILM1,1
BMC,166.125,19.Malaysian,ILM1,1
AMM,257.125,99.Other,ILM1,1
BAN,225,20.CHNV,ILM1,1
BAP,215.875,20.CHNV,ILM1,1
CMP,116.875,21.Ecuadorean,ILM1,>1
CCC,283,21.Ecuadorean,ILM1,>1
CCD,74,21.Ecuadorean,ILM1,>1
CCE,241.125,21.Ecuadorean,ILM1,>1
CCF,260.25,21.Ecuadorean,ILM1,1
CCG,106.375,21.Ecuadorean,ILM1,>1
CCI,94.625,21.Ecuadorean,ILM1,>1
CMQ,144.5,21.Ecuadorean,ILM1,>1
BFA,305.75,99.Other,ILM1,1
BFL,317.25,99.Other,ILM1,1
AMB,199.5,99.Other,ILM1,1
AMC,163.5,99.Other,ILM1,1
CDQ,301,99.Other,ILM1,1
CDF,244.25,22.Russian,ILM1,1
CDG,341,22.Russian,ILM1,1
CDH,328,22.Russian,ILM1,1
CDI,267.625,22.Russian,ILM1,1
AMD,181.875,99.Other,ILM1,1
AMF,233.875,99.Other,ILM1,1
CEH,236.375,99.Other,ILM1,1
CCP,231.75,99.Other,ILM1,1
CDB,307.75,99.Other,ILM1,1
AVI,253.75,23.North_American,ILM1,>1
ANF,192.5,23.North_American,ILM1,1
ANH,194,23.North_American,ILM1,1
ANC,223.625,23.North_American,ILM1,1
ANE,195.5,23.North_American,ILM1,1
ANG,182.25,23.North_American,ILM1,1
AND,223.125,23.North_American,ILM1,1
ANK,176.5,23.North_American,ILM1,1
ANI,256.25,23.North_American,ILM1,1
AKN,215,23.North_American,ILM1,1
BBR,196.25,99.Other,ILM1,1
CMS,120,99.Other,ILM1,>1
CDP,271.875,99.Other,ILM1,1
AFK,192.75,24.Asian_islands,ILM1,1
CCT,318.375,24.Asian_islands,ILM1,1
CCV,250.375,24.Asian_islands,ILM1,1
ARG,256.25,24.Asian_islands,ILM1,1
CMH,314.375,25.Sake,ILM1,>1
ARM,346.625,25.Sake,ILM1,1
CLI,194.125,25.Sake,ILM1,1
CMK,339,25.Sake,ILM1,1
CLN,220.5,25.Sake,ILM1,1
APA,340,25.Sake,ILM1,1
CMI,323.75,25.Sake,ILM1,1
ANS,300.75,25.Sake,ILM1,1
AQN,221.125,25.Sake,ILM1,1
APC,244.875,25.Sake,ILM1,1
CLP,197.625,25.Sake,ILM1,1
APF,250.5,25.Sake,ILM1,1
CLS,204.875,25.Sake,ILM1,>1
CLL,146.75,25.Sake,ILM1,1
CLR,134.375,25.Sake,ILM1,1
CGL,308.75,26.Asian_fermentation,ILM1,1
AGG,49.625,26.Asian_fermentation,ILM1,1
AEP,235,26.Asian_fermentation,ILM1,1
CGI,232.5,26.Asian_fermentation,ILM1,1
CGN,374.25,26.Asian_fermentation,ILM1,1
CGP,409.875,26.Asian_fermentation,ILM1,1
CGG,198.75,26.Asian_fermentation,ILM1,1
CGR,359.375,26.Asian_fermentation,ILM1,1
BEH,205.25,26.Asian_fermentation,ILM1,1
AKL,245.5,26.Asian_fermentation,ILM1,1
ALB,193.375,26.Asian_fermentation,ILM1,1
AKR,183.625,26.Asian_fermentation,ILM1,1
ALC,180,26.Asian_fermentation,ILM1,1
ALH,141.125,26.Asian_fermentation,ILM1,1
ALA,129.25,26.Asian_fermentation,ILM1,1
CGQ,259.125,26.Asian_fermentation,ILM1,1
CGK,295.125,26.Asian_fermentation,ILM1,1
CHM,212,26.Asian_fermentation,ILM1,1
BHP,182.5,26.Asian_fermentation,ILM1,1
BHQ,175.875,26.Asian_fermentation,ILM1,1
BHR,178.375,26.Asian_fermentation,ILM1,1
BHS,161.125,26.Asian_fermentation,ILM1,1
BEF,205,26.Asian_fermentation,ILM1,1
CEK,213.5,26.Asian_fermentation,ILM1,1
CEL,111,26.Asian_fermentation,ILM1,1
BFC,344.375,01.Wine_European,SPC3,1
BKI,269.125,01.Wine_European,SPC3,1
BNV,198.75,01.Wine_European,SPC3,1
BPB,276.5,01.Wine_European,SPC3,1
BPT,285.375,01.Wine_European,SPC3,1
BQM,390,01.Wine_European,SPC3,1
BFK,164.5,01.Wine_European,SPC3,1
BQS,301.75,01.Wine_European,SPC3,1
BQE,200.125,01.Wine_European,SPC3,1
AIN,324,01.Wine_European,SPC3,1
BQR,449.875,01.Wine_European,SPC3,1
BLT,123.875,01.Wine_European,SPC3,1
AIF,237.625,01.Wine_European,SPC3,1
BPF,101.625,01.Wine_European,SPC3,>1
BLR,205.875,01.Wine_European,SPC3,1
BNL,269.375,01.Wine_European,SPC3,1
BPK,182.5,01.Wine_European,SPC3,1
BKQ,268.75,01.Wine_European,SPC3,1
BQT,225.125,01.Wine_European,SPC3,1
BID,191.875,01.Wine_European,SPC3,1
AGI,65.75,01.Wine_European,SPC3,1
BHV,181.875,01.Wine_European,SPC3,1
BNE,231.875,01.Wine_European,SPC3,1
BLA,323.375,01.Wine_European,SPC3,1
BKT,388,01.Wine_European,SPC3,1
BIA,245.875,01.Wine_European,SPC3,1
BKL,359.625,01.Wine_European,SPC3,1
BIB,245.375,01.Wine_European,SPC3,1
BKK,316.625,01.Wine_European,SPC3,1
ASD,157.125,01.Wine_European,SPC3,1
ASE,200.75,01.Wine_European,SPC3,1
AIQ,313.375,01.Wine_European,SPC3,1
BLG,202.375,01.Wine_European,SPC3,1
BLI,180,01.Wine_European,SPC3,1
BQA,245.625,01.Wine_European,SPC3,1
ALQ,210.375,01.Wine_European,SPC3,1
BBI,190.625,01.Wine_European,SPC3,1
ALT,240.5,01.Wine_European,SPC3,1
BBK,235.125,01.Wine_European,SPC3,1
BFB,431,01.Wine_European,SPC3,1
BFD,216.625,01.Wine_European,SPC3,1
ALS,270.25,01.Wine_European,SPC3,1
BBH,214,01.Wine_European,SPC3,1
BPQ,516.75,01.Wine_European,SPC3,1
BQN,281.375,01.Wine_European,SPC3,1
CBI,326.875,01.Wine_European,SPC3,1
CCM,230.25,01.Wine_European,SPC3,1
BEP,376.75,01.Wine_European,SPC3,1
BRC,311.875,01.Wine_European,SPC3,1
CGT,483.375,01.Wine_European,SPC3,1
ALL,193.375,01.Wine_European,SPC3,1
BTH,233.75,01.Wine_European,SPC3,1
ATH,187.5,01.Wine_European,SPC3,1
BFQ,280.5,01.Wine_European,SPC3,1
CIA,204.125,01.Wine_European,SPC3,1
BFR,286.625,01.Wine_European,SPC3,1
CIB,162,01.Wine_European,SPC3,>1
CBG,255.75,01.Wine_European,SPC3,1
BER,131.5,01.Wine_European,SPC3,1
BES,145.625,01.Wine_European,SPC3,1
ATA,130.25,01.Wine_European,SPC3,1
ARQ,259.5,01.Wine_European,SPC3,1
APV,270.125,01.Wine_European,SPC3,1
BHC,148.5,01.Wine_European,SPC3,1
BHF,172.75,01.Wine_European,SPC3,1
BLB,446.125,01.Wine_European,SPC3,1
BTN,97.5,01.Wine_European,SPC3,>1
BTL,193.375,01.Wine_European,SPC3,1
CRH,220.25,01.Wine_European,SPC3,1
BSP,204.375,01.Wine_European,SPC3,1
ATN,248.75,01.Wine_European,SPC3,1
BNK,177.875,01.Wine_European,SPC3,1
BNR,362.875,01.Wine_European,SPC3,1
BQH,250.875,01.Wine_European,SPC3,1
BEQ,425.125,01.Wine_European,SPC3,1
AIK,226.25,01.Wine_European,SPC3,1
CBA,309.5,01.Wine_European,SPC3,1
CAI,313.75,01.Wine_European,SPC3,1
CAK,444.875,01.Wine_European,SPC3,1
CAL,310.625,01.Wine_European,SPC3,1
BSL,239.375,01.Wine_European,SPC3,1
BSE,217.625,01.Wine_European,SPC3,1
BEV,167,01.Wine_European,SPC3,1
BET,201.875,01.Wine_European,SPC3,1
BST,316,01.Wine_European,SPC3,1
ASS,203.625,01.Wine_European,SPC3,1
BSD,274.125,01.Wine_European,SPC3,1
ATM,256.625,01.Wine_European,SPC3,1
CQT,224.125,01.Wine_European,SPC3,1
BSA,233.625,01.Wine_European,SPC3,1
BSC,317.75,01.Wine_European,SPC3,1
CFQ,189.625,01.Wine_European,SPC3,1
CFR,277.125,01.Wine_European,SPC3,1
BSB,241.375,01.Wine_European,SPC3,1
BII,202.5,01.Wine_European,SPC3,1
BIS,276,01.Wine_European,SPC3,1
AIR,329.75,01.Wine_European,SPC3,1
AIT,288.75,01.Wine_European,SPC3,1
BNF,170.75,01.Wine_European,SPC3,1
BAR,199.875,01.Wine_European,SPC3,1
BAS,163.125,01.Wine_European,SPC3,1
BAT,149.625,01.Wine_European,SPC3,1
BRD,257.25,01.Wine_European,SPC3,1
BQI,230.125,01.Wine_European,SPC3,1
BPC,265.375,01.Wine_European,SPC3,1
BKE,296.5,01.Wine_European,SPC3,1
BLH,200.25,01.Wine_European,SPC3,1
CRG,281.625,01.Wine_European,SPC3,1
AIL,254.625,01.Wine_European,SPC3,1
AMS,186.25,01.Wine_European,SPC3,1
BLE,190.5,01.Wine_European,SPC3,1
BQB,591.25,01.Wine_European,SPC3,1
AMR,274.5,01.Wine_European,SPC3,1
BRA,248.5,01.Wine_European,SPC3,1
BIC,237.125,01.Wine_European,SPC3,1
BLK,181.5,01.Wine_European,SPC3,1
BVK,306.875,01.Wine_European,SPC3,1
CFE,163.5,01.Wine_European,SPC3,1
BRF,249,01.Wine_European,SPC3,1
BSM,343.25,01.Wine_European,SPC3,1
BSN,327,01.Wine_European,SPC3,1
BLM,205.125,01.Wine_European,SPC3,1
